File,Model,Operation,Severity,Issue
"src/app/api/license/verify/route.ts","desktopLicense","update","CRITICAL","Mutation without tenantId"
"src/app/api/lms/courses/route.ts","lmsCourse","create","CRITICAL","Mutation without tenantId"
"src/app/api/logistics/carriers/route.ts","carrierRate","create","CRITICAL","Mutation without tenantId"
"src/app/api/logistics/freight/route.ts","freightOrder","create","CRITICAL","Mutation without tenantId"
"src/app/api/maintenance/route.ts","maintenance","create","CRITICAL","Mutation without tenantId"
"src/app/api/maintenance/route.ts","maintenance","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/boms/versions/[versionId]/activate/route.ts","bOMVersion","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/boms/versions/[versionId]/activate/route.ts","bOMVersion","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/boms/[id]/versions/route.ts","recipe","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/boms/[id]/versions/route.ts","bOMVersion","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/boms/[id]/versions/route.ts","engineeringChangeOrder","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/capa/route.ts","nonConformanceReport","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/capa/route.ts","correctiveAction","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/capa/route.ts","correctiveAction","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/capacity/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/kanban/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/kanban/route.ts","traceabilityLog","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/mrp/route.ts","purchaseRequisition","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/orders/route.ts","manufacturingOrder","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/orders/route.ts","manufacturingWastage","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/orders/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/orders/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/orders/[id]/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/orders/[id]/route.ts","manufacturingOrder","delete","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/qc/route.ts","qualityCheck","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/qc/route.ts","machineMaintenance","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/quality-control/route.ts","qualityCheck","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/quality-control/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/recipes/route.ts","recipe","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/recipes/[id]/route.ts","recipeIngredient","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/recipes/[id]/route.ts","recipe","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/recipes/[id]/route.ts","recipe","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/recipes/[id]/route.ts","recipe","delete","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/route.ts","manufacturingOrder","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/routing/route.ts","recipeOperation","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/scrap/route.ts","manufacturingWastage","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/shopfloor/route.ts","shopFloorSession","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/shopfloor/route.ts","shopFloorSession","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/shopfloor/route.ts","shopFloorSession","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/shopfloor/route.ts","shopFloorSession","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/shopfloor/route.ts","journalEntry","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/shopfloor/route.ts","andonCall","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/shopfloor/route.ts","andonCall","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/work-centers/route.ts","workCenter","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/work-orders/route.ts","manufacturingOrder","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/work-orders/route.ts","manufacturingCost","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/work-orders/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/work-orders/route.ts","manufacturingCost","create","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/work-orders/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/work-orders/route.ts","manufacturingOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/manufacturing/work-orders/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/master-panel/licenses/route.ts","desktopLicense","create","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/drugs/route.ts","pharmacyDrug","create","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/insurance/journal/route.ts","journalEntry","create","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/insurance/journal/route.ts","insuranceClaim","update","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/insurance/route.ts","insuranceClaim","create","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/insurance/route.ts","insuranceClaim","update","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/patients/route.ts","pharmacyPatient","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/prescriptions/route.ts","prescription","create","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/prescriptions/route.ts","prescriptionItem","update","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/prescriptions/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/prescriptions/route.ts","medicationLog","create","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/prescriptions/route.ts","controlledDrugLog","create","CRITICAL","Mutation without tenantId"
"src/app/api/pharmacy/prescriptions/route.ts","prescription","update","CRITICAL","Mutation without tenantId"
"src/app/api/planning/slots/route.ts","planningSlot","create","CRITICAL","Mutation without tenantId"
"src/app/api/planning/slots/route.ts","planningSlot","delete","CRITICAL","Mutation without tenantId"
"src/app/api/portal/messages/route.ts","portalMessage","create","CRITICAL","Mutation without tenantId"
"src/app/api/portal/users/route.ts","portalUser","create","CRITICAL","Mutation without tenantId"
"src/app/api/portal/vendor/rfq/[id]/bid/route.ts","vendorBidDetail","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/portal/vendor/rfq/[id]/bid/route.ts","vendorBid","update","CRITICAL","Mutation without tenantId"
"src/app/api/portal/vendor/rfq/[id]/bid/route.ts","vendorBid","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/checkout/route.ts","salesInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/checkout/route.ts","salesInvoiceDetail","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/checkout/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/checkout/route.ts","couponUsage","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/checkout/route.ts","coupon","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/checkout/route.ts","loyaltyPoint","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/checkout/route.ts","loyaltyPoint","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/checkout/route.ts","loyaltyTransaction","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/checkout/route.ts","salesInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/pending-orders/route.ts","salesInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/pending-orders/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/pending-orders/route.ts","salesInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantZone","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantTable","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantTable","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantTable","update","HIGH","Status change without audit"
"src/app/api/pos/restaurant/floor/route.ts","restaurantSession","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantTable","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantSession","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantSession","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","waiterCall","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantTable","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantZone","delete","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantSession","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","waiterCall","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/floor/route.ts","restaurantTable","delete","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/kds/route.ts","salesInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/tables/route.ts","restaurantZone","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/tables/route.ts","restaurantTable","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/tables/route.ts","waiterCall","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/restaurant/tables/route.ts","restaurantTable","delete","CRITICAL","Mutation without tenantId"
"src/app/api/pos/route.ts","salesInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/route.ts","salesInvoiceDetail","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/pos/route.ts","productStock","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/pos/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/route.ts","zATCARecord","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/sync/route.ts","invoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/pos/sync/route.ts","invoiceItem","create","CRITICAL","Mutation without tenantId"
"src/app/api/price-quotes/route.ts","priceQuote","create","CRITICAL","Mutation without tenantId"
"src/app/api/procurement/auto-draft/route.ts","purchaseOrder","create","CRITICAL","Mutation without tenantId"
"src/app/api/procurement/contracts/route.ts","supplierContract","create","CRITICAL","Mutation without tenantId"
"src/app/api/procurement/rfq/[id]/award/route.ts","requestForQuotation","update","CRITICAL","Mutation without tenantId"
"src/app/api/procurement/rfq/[id]/award/route.ts","vendorBid","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/procurement/rfq/[id]/award/route.ts","vendorBid","update","CRITICAL","Mutation without tenantId"
"src/app/api/procurement/rfq/[id]/award/route.ts","purchaseOrder","create","CRITICAL","Mutation without tenantId"
"src/app/api/procurement/rfq/[id]/invite/route.ts","vendorPortalToken","create","CRITICAL","Mutation without tenantId"
"src/app/api/procurement/rfq/[id]/invite/route.ts","requestForQuotation","update","CRITICAL","Mutation without tenantId"
"src/app/api/procurement/supplier-contracts/route.ts","supplierContract","create","CRITICAL","Mutation without tenantId"
"src/app/api/procurement/vendors/scorecard/route.ts","vendorRating","create","CRITICAL","Mutation without tenantId"
"src/app/api/product-stocks/location/route.ts","productStock","update","CRITICAL","Mutation without tenantId"
"src/app/api/products/import/route.ts","unit","create","CRITICAL","Mutation without tenantId"
"src/app/api/products/import/route.ts","category","create","CRITICAL","Mutation without tenantId"
"src/app/api/products/import/route.ts","product","createMany","CRITICAL","Mutation without tenantId"
"src/app/api/products/import/route.ts","product","create","CRITICAL","Mutation without tenantId"
"src/app/api/products/import/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/products/import/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/products/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/products/route.ts","stock","create","CRITICAL","Mutation without tenantId"
"src/app/api/products/route.ts","productStock","create","CRITICAL","Mutation without tenantId"
"src/app/api/products/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/products/route.ts","productStock","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/products/route.ts","product","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/products/route.ts","product","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/products/route.ts","product","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/products/[id]/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/products/[id]/route.ts","stock","create","CRITICAL","Mutation without tenantId"
"src/app/api/products/[id]/route.ts","productStock","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/products/[id]/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/products/[id]/route.ts","product","delete","CRITICAL","Mutation without tenantId"
"src/app/api/projects/milestones/route.ts","projectMilestone","create","CRITICAL","Mutation without tenantId"
"src/app/api/projects/milestones/route.ts","projectMilestone","update","CRITICAL","Mutation without tenantId"
"src/app/api/projects/milestones/route.ts","projectMilestone","delete","CRITICAL","Mutation without tenantId"
"src/app/api/projects/phases/route.ts","projectPhase","create","CRITICAL","Mutation without tenantId"
"src/app/api/projects/phases/route.ts","projectPhase","update","CRITICAL","Mutation without tenantId"
"src/app/api/projects/phases/route.ts","projectPhase","delete","CRITICAL","Mutation without tenantId"
"src/app/api/projects/resources/route.ts","projectResource","create","CRITICAL","Mutation without tenantId"
"src/app/api/projects/resources/route.ts","projectResource","delete","CRITICAL","Mutation without tenantId"
"src/app/api/projects/risks/route.ts","projectRisk","create","CRITICAL","Mutation without tenantId"
"src/app/api/projects/risks/route.ts","projectRisk","update","CRITICAL","Mutation without tenantId"
"src/app/api/projects/risks/route.ts","projectRisk","delete","CRITICAL","Mutation without tenantId"
"src/app/api/projects/time-entries/route.ts","projectTimeEntry","create","CRITICAL","Mutation without tenantId"
"src/app/api/projects/time-entries/route.ts","projectTimeEntry","delete","CRITICAL","Mutation without tenantId"
"src/app/api/promotions/route.ts","promotion","create","CRITICAL","Mutation without tenantId"
"src/app/api/promotions/route.ts","promotion","update","CRITICAL","Mutation without tenantId"
"src/app/api/public/call-waiter/route.ts","salesInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/public/order/route.ts","salesInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/public/order/route.ts","salesInvoiceDetail","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchase-orders/[id]/landed-costs/route.ts","landedCost","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchase-orders/[id]/route.ts","purchaseOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchase-orders/[id]/route.ts","purchaseInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchase-orders/[id]/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchase-orders/[id]/route.ts","productStock","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/purchase-returns/route.ts","purchaseReturn","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchase-returns/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchase-returns/route.ts","productStock","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchase-returns/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/grn/route.ts","goodsReceiptNote","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/grn/route.ts","productBatch","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/grn/route.ts","goodsReceiptNoteDetail","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/grn/route.ts","product","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/grn/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/grn/route.ts","systemAlert","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/grn/route.ts","qualityInspection","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/letters-of-credit/landed-costs/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/letters-of-credit/route.ts","letterOfCredit","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/letters-of-credit/[id]/route.ts","letterOfCredit","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/letters-of-credit/[id]/route.ts","letterOfCredit","delete","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/matching/route.ts","threeWayMatch","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/matching/route.ts","purchaseInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/matching/[id]/resolve/route.ts","threeWayMatch","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/matching/[id]/resolve/route.ts","purchaseInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/po/[id]/landed-costs/route.ts","landedCost","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/po/[id]/landed-costs/[costId]/allocate/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/po/[id]/landed-costs/[costId]/allocate/route.ts","landedCost","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/requisitions/route.ts","purchaseRequisition","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/rfq/route.ts","requestForQuotation","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/route.ts","purchaseInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/route.ts","product","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/route.ts","purchaseInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/route.ts","product","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/route.ts","productStock","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/route.ts","treasury","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/route.ts","purchaseInvoice","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/three-way-match/route.ts","threeWayMatch","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/[id]/receive/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/[id]/receive/route.ts","productStock","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/purchases/[id]/receive/route.ts","purchaseInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/recurring-invoices/route.ts","salesOrder","create","CRITICAL","Mutation without tenantId"
"src/app/api/rem/leases/route.ts","leaseContract","create","CRITICAL","Mutation without tenantId"
"src/app/api/rent/route.ts","rentInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/rent/route.ts","rentInvoiceDetail","create","CRITICAL","Mutation without tenantId"
"src/app/api/rent/route.ts","zATCARecord","create","CRITICAL","Mutation without tenantId"
"src/app/api/rental/agreements/route.ts","rentalAgreement","create","CRITICAL","Mutation without tenantId"
"src/app/api/rental/agreements/route.ts","rentalAgreement","update","CRITICAL","Mutation without tenantId"
"src/app/api/rental/returns/route.ts","rentalReturn","create","CRITICAL","Mutation without tenantId"
"src/app/api/rental/returns/route.ts","rentalAgreement","update","CRITICAL","Mutation without tenantId"
"src/app/api/reports/zatca-vat/route.ts","vATReturn","create","CRITICAL","Mutation without tenantId"
"src/app/api/salaries/route.ts","salary","create","CRITICAL","Mutation without tenantId"
"src/app/api/salaries/route.ts","treasury","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/atp/check/route.ts","atpCheck","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/commissions/calculate/route.ts","salesmanCommission","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/delivery-notes/route.ts","deliveryNote","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/invoices/route.ts","salesInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/invoices/route.ts","documentStateLog","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/pricing/route.ts","priceList","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/returns/route.ts","salesReturn","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/returns/route.ts","documentStateLog","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/returns/[id]/[action]/route.ts","salesReturn","update","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","salesInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","product","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","product","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","outboxEvent","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","salesInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","salesInvoice","update","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","product","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","productStock","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","salesInvoice","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","product","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","productStock","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/sales/route.ts","salesInvoice","delete","CRITICAL","Mutation without tenantId"
"src/app/api/sales/routes/route.ts","route","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales/targets/route.ts","salesTarget","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales-orders/[id]/process/route.ts","salesOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/sales-orders/[id]/process/route.ts","salesOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/sales-orders/[id]/process/route.ts","salesInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales-orders/[id]/process/route.ts","salesOrder","update","CRITICAL","Mutation without tenantId"
"src/app/api/sales-returns/route.ts","salesReturn","create","CRITICAL","Mutation without tenantId"
"src/app/api/sales-returns/route.ts","product","update","CRITICAL","Mutation without tenantId"
"src/app/api/sales-returns/route.ts","productStock","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/sales-returns/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/saudi/qiwa/contracts/[employeeId]/route.ts","qiwaContract","create","CRITICAL","Mutation without tenantId"
"src/app/api/school/route.ts","schoolInvoice","create","CRITICAL","Mutation without tenantId"
"src/app/api/school/route.ts","schoolInvoiceDetail","create","CRITICAL","Mutation without tenantId"
"src/app/api/school/route.ts","zATCARecord","create","CRITICAL","Mutation without tenantId"
"src/app/api/settings/api-keys/route.ts","apiKey","create","CRITICAL","Mutation without tenantId"
"src/app/api/settings/api-keys/[id]/route.ts","apiKey","update","CRITICAL","Mutation without tenantId"
"src/app/api/settings/api-keys/[id]/route.ts","apiKey","update","CRITICAL","Mutation without tenantId"
"src/app/api/settings/approvals/route.ts","approvalRule","create","CRITICAL","Mutation without tenantId"
"src/app/api/settings/approvals/[id]/route.ts","approvalRule","update","CRITICAL","Mutation without tenantId"
"src/app/api/settings/approvals/[id]/route.ts","approvalRule","delete","CRITICAL","Mutation without tenantId"
"src/app/api/settings/currencies/route.ts","currency","createMany","CRITICAL","Mutation without tenantId"
"src/app/api/settings/currencies/route.ts","currency","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/settings/currencies/route.ts","currency","create","CRITICAL","Mutation without tenantId"
"src/app/api/settings/currencies/[id]/route.ts","currency","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/settings/currencies/[id]/route.ts","currency","update","CRITICAL","Mutation without tenantId"
"src/app/api/settings/currencies/[id]/route.ts","currency","delete","CRITICAL","Mutation without tenantId"
"src/app/api/settings/exchange-rates/route.ts","exchangeRate","create","CRITICAL","Mutation without tenantId"
"src/app/api/settings/exchange-rates/route.ts","currency","update","CRITICAL","Mutation without tenantId"
"src/app/api/settings/exchange-rates/[id]/route.ts","exchangeRate","delete","CRITICAL","Mutation without tenantId"
"src/app/api/settings/generate-barcode/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/settings/generate-keys/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/settings/permissions/fields/route.ts","roleFieldPermission","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/settings/roles/route.ts","userPermission","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/settings/roles/route.ts","userPermission","createMany","CRITICAL","Mutation without tenantId"
"src/app/api/settings/route.ts","setting","deleteMany","CRITICAL","Mutation without tenantId"
"src/app/api/settings/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/settings/state-machine/route.ts","documentStateMachine","create","CRITICAL","Mutation without tenantId"
"src/app/api/settings/upload-logo/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/settings/zatca-onboard/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/settings/[key]/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/shifts/route.ts","shift","create","CRITICAL","Mutation without tenantId"
"src/app/api/shifts/route.ts","shift","update","CRITICAL","Mutation without tenantId"
"src/app/api/shifts/route.ts","shift","delete","CRITICAL","Mutation without tenantId"
"src/app/api/shipments/route.ts","shipment","create","CRITICAL","Mutation without tenantId"
"src/app/api/smart-transfers/route.ts","productStock","update","CRITICAL","Mutation without tenantId"
"src/app/api/smart-transfers/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/smart-transfers/route.ts","stockMovement","update","CRITICAL","Mutation without tenantId"
"src/app/api/smart-transfers/route.ts","productStock","update","CRITICAL","Mutation without tenantId"
"src/app/api/smart-transfers/route.ts","productStock","create","CRITICAL","Mutation without tenantId"
"src/app/api/smart-transfers/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/stock/adjustments/route.ts","product","updateMany","CRITICAL","Mutation without tenantId"
"src/app/api/stock/adjustments/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/stock-movements/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/stock-movements/route.ts","productStock","upsert","CRITICAL","Mutation without tenantId"
"src/app/api/stock-transfers/route.ts","stockTransfer","create","CRITICAL","Mutation without tenantId"
"src/app/api/stock-transfers/route.ts","productStock","create","CRITICAL","Mutation without tenantId"
"src/app/api/stocktake/route.ts","stocktake","create","CRITICAL","Mutation without tenantId"
"src/app/api/stocktake/route.ts","stockMovement","create","CRITICAL","Mutation without tenantId"
"src/app/api/subscriptions/plans/route.ts","subscriptionPlan","create","CRITICAL","Mutation without tenantId"
"src/app/api/subscriptions/plans/route.ts","subscriptionPlan","update","CRITICAL","Mutation without tenantId"
"src/app/api/subscriptions/route.ts","setting","upsert","CRITICAL","Mutation without tenantId"
