Path,Lines,HasPrismaDirect,HasServiceCall,NeedsRefactor
"D:\namasoft9-3-main\src\app\api\finance\bank-recon\rules\route.ts",152,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\bank-recon\rules\simulate\route.ts",93,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\budget\route.ts",84,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\budget\variance\route.ts",39,true,false,false
"D:\namasoft9-3-main\src\app\api\finance\budget-control\route.ts",70,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\budget-upload\route.ts",100,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\cash-flow\forecast\route.ts",166,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\cash-flow\route.ts",87,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\cash-flow-forecast\route.ts",37,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\cash-flow-indirect\route.ts",45,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\cashflow\route.ts",12,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\cfo\route.ts",60,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\cfo-dashboard\route.ts",370,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\checks\route.ts",99,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\checks\[id]\process\route.ts",129,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\commitments\route.ts",29,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\consolidation\elimination\route.ts",132,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\consolidation\route.ts",106,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\contract-assets\route.ts",20,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\controls\route.ts",116,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\copa\route.ts",16,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\deferred-tax\route.ts",32,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\dunning\history\route.ts",34,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\dunning\route.ts",105,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\dunning\run\route.ts",35,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\ecl\route.ts",161,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\equity-statement\route.ts",12,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\financial-health\route.ts",190,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\fs-notes\route.ts",11,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\fx-revaluation\route.ts",69,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\hedge\route.ts",183,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\ifrs16\route.ts",260,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\ifrs16-lease\route.ts",151,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\impairment\route.ts",26,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\match\queue\route.ts",31,true,false,false
"D:\namasoft9-3-main\src\app\api\finance\match\[id]\resolve\route.ts",34,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\multi-gaap\route.ts",17,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\notes-to-fs\route.ts",44,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\payment-run\propose\route.ts",104,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\payment-run\route.ts",22,true,false,false
"D:\namasoft9-3-main\src\app\api\finance\payment-run\[id]\approve\route.ts",46,true,false,false
"D:\namasoft9-3-main\src\app\api\finance\payment-run\[id]\confirm\route.ts",74,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\payment-run\[id]\route.ts",31,true,false,false
"D:\namasoft9-3-main\src\app\api\finance\payment-run\[id]\send-bank\route.ts",62,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\payment-runs\propose\route.ts",46,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\payment-runs\route.ts",62,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\payment-runs\[id]\approve\route.ts",41,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\payment-runs\[id]\execute\route.ts",48,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\payment-runs\[id]\submit-for-approval\route.ts",35,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\payment-schedule\route.ts",161,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\period-close\route.ts",111,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\period-close\[id]\step\route.ts",53,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\period-reports\route.ts",40,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\petty-cash\route.ts",77,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\petty-cash\[id]\process\route.ts",145,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\reconciliations\route.ts",119,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\reconciliations\[id]\route.ts",80,true,false,true
"D:\namasoft9-3-main\src\app\api\finance\rolling-forecast\route.ts",74,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\segments\route.ts",12,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\transfer-pricing\route.ts",34,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\treasury\route.ts",84,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\variance\route.ts",62,false,false,false
"D:\namasoft9-3-main\src\app\api\finance\wht\route.ts",76,false,false,false
"D:\namasoft9-3-main\src\app\api\fiscal-periods\route.ts",124,true,false,true
"D:\namasoft9-3-main\src\app\api\fixed-assets\route.ts",83,true,false,true
"D:\namasoft9-3-main\src\app\api\fixed-assets\[id]\depreciate\route.ts",120,true,false,true
"D:\namasoft9-3-main\src\app\api\fixed-assets\[id]\route.ts",97,true,false,true
"D:\namasoft9-3-main\src\app\api\fleet\advanced\route.ts",50,false,false,false
"D:\namasoft9-3-main\src\app\api\fleet\fuel\route.ts",71,true,false,true
"D:\namasoft9-3-main\src\app\api\fleet\maintenance\route.ts",61,true,false,true
"D:\namasoft9-3-main\src\app\api\fleet\trips\route.ts",77,true,false,true
"D:\namasoft9-3-main\src\app\api\fng\budgets\route.ts",121,true,false,true
"D:\namasoft9-3-main\src\app\api\fng\petty-cash-funds\route.ts",133,true,false,true
"D:\namasoft9-3-main\src\app\api\fsm\complete\route.ts",52,true,true,false
"D:\namasoft9-3-main\src\app\api\fsm\tickets\route.ts",68,true,true,false
"D:\namasoft9-3-main\src\app\api\fx\route.ts",92,false,false,false
"D:\namasoft9-3-main\src\app\api\gaps\abc-costing\route.ts",111,false,false,false
"D:\namasoft9-3-main\src\app\api\gaps\anomaly\route.ts",56,false,false,false
"D:\namasoft9-3-main\src\app\api\gaps\esg\route.ts",92,false,false,false
"D:\namasoft9-3-main\src\app\api\gaps\evm\route.ts",65,false,false,false
"D:\namasoft9-3-main\src\app\api\gaps\forecast-v2\route.ts",58,false,false,false
"D:\namasoft9-3-main\src\app\api\gift-cards\route.ts",73,true,false,true
"D:\namasoft9-3-main\src\app\api\gift-cards\[id]\route.ts",70,true,false,true
"D:\namasoft9-3-main\src\app\api\grn\route.ts",215,false,true,false
"D:\namasoft9-3-main\src\app\api\health\route.ts",103,true,false,true
"D:\namasoft9-3-main\src\app\api\help\route.ts",36,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\attendance\punch\route.ts",24,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\attendance\route.ts",108,true,false,true
"D:\namasoft9-3-main\src\app\api\hr\comp-review\route.ts",27,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\competency\route.ts",21,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\documents\expiry\route.ts",59,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\documents\expiry\[id]\route.ts",59,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\employees\route.ts",89,true,true,false
"D:\namasoft9-3-main\src\app\api\hr\eos\route.ts",83,true,false,true
"D:\namasoft9-3-main\src\app\api\hr\eos\[id]\route.ts",103,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\ess\route.ts",33,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\evaluations\route.ts",31,true,false,false
"D:\namasoft9-3-main\src\app\api\hr\expense-reports\route.ts",52,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\gosi\calculate\route.ts",66,true,false,true
"D:\namasoft9-3-main\src\app\api\hr\gosi\file\route.ts",49,true,false,false
"D:\namasoft9-3-main\src\app\api\hr\gosi\file\submit\route.ts",50,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\gosi\route.ts",178,true,true,false
"D:\namasoft9-3-main\src\app\api\hr\jobs\route.ts",73,true,false,true
"D:\namasoft9-3-main\src\app\api\hr\leaves\accrual\route.ts",43,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\leaves\balance\route.ts",42,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\leaves\route.ts",101,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\leaves\[id]\route.ts",99,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\lms\route.ts",25,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\loans\route.ts",76,true,false,true
"D:\namasoft9-3-main\src\app\api\hr\mudad\compliance\route.ts",222,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\mudad\wps\submit\[batchId]\route.ts",32,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\okrs\route.ts",27,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\org-chart\route.ts",49,true,false,false
"D:\namasoft9-3-main\src\app\api\hr\payroll\calculate\route.ts",238,true,false,true
"D:\namasoft9-3-main\src\app\api\hr\payroll\config\route.ts",92,true,false,true
"D:\namasoft9-3-main\src\app\api\hr\payroll\generate\route.ts",189,true,true,false
"D:\namasoft9-3-main\src\app\api\hr\payroll\multi-country\route.ts",20,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\payroll\run\route.ts",206,true,true,false
"D:\namasoft9-3-main\src\app\api\hr\performance\route.ts",97,true,false,true
"D:\namasoft9-3-main\src\app\api\hr\qiwa\contracts\route.ts",202,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\qiwa\route.ts",153,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\recruitment\route.ts",27,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\safety\route.ts",17,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\succession\route.ts",22,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\timesheet\route.ts",62,false,false,false
"D:\namasoft9-3-main\src\app\api\hr\training\route.ts",79,true,false,true
"D:\namasoft9-3-main\src\app\api\hr\wps\route.ts",107,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\admin\2fa\disable\route.ts",52,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\admin\2fa\enable\route.ts",70,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\admin\2fa\generate\route.ts",55,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\auth\2fa\verify\route.ts",110,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\auth\login\route.ts",139,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\auth\route.ts",97,false,false,false
"D:\namasoft9-3-main\src\app\api\ice\backup\download\route.ts",76,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\backup\list\route.ts",68,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\backup\upload\route.ts",121,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\desktop-licenses\route.ts",363,false,false,false
"D:\namasoft9-3-main\src\app\api\ice\desktop-register\route.ts",310,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\license\verify\route.ts",79,false,false,false
"D:\namasoft9-3-main\src\app\api\ice\subscriptions\route.ts",79,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\tenant-features\route.ts",59,true,false,true
"D:\namasoft9-3-main\src\app\api\ice\tenants\route.ts",150,false,false,false
"D:\namasoft9-3-main\src\app\api\ice\toggle\route.ts",372,false,false,false
"D:\namasoft9-3-main\src\app\api\installments\route.ts",61,true,false,true
"D:\namasoft9-3-main\src\app\api\integrations\mudad\route.ts",148,true,false,true
"D:\namasoft9-3-main\src\app\api\inv\serials\route.ts",30,true,false,false
"D:\namasoft9-3-main\src\app\api\inventory\abc-analysis\route.ts",136,true,false,true
"D:\namasoft9-3-main\src\app\api\inventory\ai-vision\route.ts",45,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\analytics\route.ts",115,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\batches\expiring\route.ts",21,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\batches\[id]\quarantine\route.ts",32,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\batches\[id]\recall\route.ts",32,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\batches\[id]\release\route.ts",21,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\clear-all\route.ts",22,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\costing\route.ts",94,true,false,true
"D:\namasoft9-3-main\src\app\api\inventory\picking\[id]\confirm\route.ts",33,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\picking\[id]\route.ts",59,true,false,true
"D:\namasoft9-3-main\src\app\api\inventory\products\[id]\variants\route.ts",46,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\putaway\suggest\route.ts",24,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\quality-control\route.ts",87,true,false,true
"D:\namasoft9-3-main\src\app\api\inventory\reorder\route.ts",156,true,false,true
"D:\namasoft9-3-main\src\app\api\inventory\reorder-rules\route.ts",46,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\stocktake\route.ts",56,false,false,false
"D:\namasoft9-3-main\src\app\api\inventory\stocktake\[id]\approve\route.ts",39,true,true,false
"D:\namasoft9-3-main\src\app\api\knowledge\articles\route.ts",46,false,false,false
"D:\namasoft9-3-main\src\app\api\knowledge\categories\route.ts",34,false,false,false
"D:\namasoft9-3-main\src\app\api\learn\courses\route.ts",20,true,false,false
"D:\namasoft9-3-main\src\app\api\license\verify\route.ts",101,true,false,true
"D:\namasoft9-3-main\src\app\api\lms\courses\route.ts",34,false,false,false
"D:\namasoft9-3-main\src\app\api\logistics\carriers\route.ts",34,false,false,false
"D:\namasoft9-3-main\src\app\api\logistics\freight\route.ts",35,false,false,false
"D:\namasoft9-3-main\src\app\api\loyalty\route.ts",24,true,false,false
"D:\namasoft9-3-main\src\app\api\loyalty\[customerId]\transactions\route.ts",25,true,false,false
"D:\namasoft9-3-main\src\app\api\maintenance\preventive\route.ts",34,false,false,false
"D:\namasoft9-3-main\src\app\api\maintenance\route.ts",106,true,true,false
"D:\namasoft9-3-main\src\app\api\manifest\route.ts",40,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\aps\route.ts",150,false,true,false
"D:\namasoft9-3-main\src\app\api\manufacturing\blockchain-trace\route.ts",66,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\bom\route.ts",17,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\boms\versions\[versionId]\activate\route.ts",64,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\boms\[id]\versions\route.ts",135,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\capa\route.ts",130,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\capacity\route.ts",76,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\digital-twin\route.ts",50,true,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\eco\route.ts",21,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\kanban\route.ts",96,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\labor-efficiency\route.ts",59,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\mes\route.ts",16,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\mes-oee\route.ts",24,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\mps\generate\route.ts",34,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\mrp\route.ts",162,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\mrp-run\route.ts",105,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\oee\route.ts",19,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\orders\route.ts",363,true,true,false
"D:\namasoft9-3-main\src\app\api\manufacturing\orders\[id]\route.ts",81,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\orders\[id]\schedule\route.ts",45,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\qc\route.ts",104,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\quality\route.ts",51,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\quality-control\route.ts",108,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\quality-management\route.ts",21,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\recipes\route.ts",82,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\recipes\[id]\route.ts",100,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\route.ts",275,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\routing\route.ts",106,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\scheduler\route.ts",68,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\scrap\route.ts",138,true,true,false
"D:\namasoft9-3-main\src\app\api\manufacturing\shopfloor\route.ts",168,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\sop\route.ts",25,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\spc\route.ts",16,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\standard-cost\route.ts",48,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\stats\route.ts",127,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\subcontracting\route.ts",34,false,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\variance\route.ts",29,true,false,false
"D:\namasoft9-3-main\src\app\api\manufacturing\wip-valuation\route.ts",55,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\work-centers\route.ts",67,true,false,true
"D:\namasoft9-3-main\src\app\api\manufacturing\work-orders\route.ts",386,true,true,false
"D:\namasoft9-3-main\src\app\api\master\route.ts",75,false,false,false
"D:\namasoft9-3-main\src\app\api\master-panel\auth\route.ts",26,false,false,false
"D:\namasoft9-3-main\src\app\api\master-panel\deploy\route.ts",69,true,false,true
"D:\namasoft9-3-main\src\app\api\master-panel\licenses\route.ts",63,true,false,true
"D:\namasoft9-3-main\src\app\api\master-panel\servers\route.ts",62,false,false,false
"D:\namasoft9-3-main\src\app\api\master-panel-data\route.ts",40,true,false,false
"D:\namasoft9-3-main\src\app\api\metrics\route.ts",16,false,false,false
"D:\namasoft9-3-main\src\app\api\migration\start\route.ts",31,true,false,false
"D:\namasoft9-3-main\src\app\api\notifications\stream\route.ts",64,false,false,false
"D:\namasoft9-3-main\src\app\api\openapi\route.ts",373,false,false,false
"D:\namasoft9-3-main\src\app\api\packaging-units\route.ts",7,false,false,false
"D:\namasoft9-3-main\src\app\api\payments\charge\route.ts",42,false,false,false
"D:\namasoft9-3-main\src\app\api\payroll\calculate\route.ts",111,true,false,true
"D:\namasoft9-3-main\src\app\api\payroll\provisions\run\route.ts",45,false,true,false
"D:\namasoft9-3-main\src\app\api\payroll\route.ts",187,false,true,false
"D:\namasoft9-3-main\src\app\api\payroll\runs\[id]\post\route.ts",36,false,true,false
"D:\namasoft9-3-main\src\app\api\payroll\wps\generate\route.ts",51,false,false,false
"D:\namasoft9-3-main\src\app\api\payroll\wps\history\route.ts",35,true,false,false
"D:\namasoft9-3-main\src\app\api\payroll\wps\route.ts",112,false,false,false
"D:\namasoft9-3-main\src\app\api\payroll\wps\[batchId]\download\route.ts",51,true,false,true
"D:\namasoft9-3-main\src\app\api\payroll\wps\[batchId]\mark-uploaded\route.ts",30,false,false,false
"D:\namasoft9-3-main\src\app\api\payroll\[id]\route.ts",41,true,false,false
"D:\namasoft9-3-main\src\app\api\pdpl\breach\route.ts",323,false,false,false
"D:\namasoft9-3-main\src\app\api\pdpl\breach\[id]\route.ts",285,false,false,false
"D:\namasoft9-3-main\src\app\api\pdpl\dsr\route.ts",252,false,false,false
"D:\namasoft9-3-main\src\app\api\pdpl\dsr\[id]\fulfill\route.ts",157,false,false,false
"D:\namasoft9-3-main\src\app\api\pdpl\dsr\[id]\route.ts",197,false,false,false
"D:\namasoft9-3-main\src\app\api\pharmacy\drug-interactions\route.ts",162,true,false,true
"D:\namasoft9-3-main\src\app\api\pharmacy\drugs\route.ts",144,false,false,false
"D:\namasoft9-3-main\src\app\api\pharmacy\insurance\journal\route.ts",91,true,false,true
"D:\namasoft9-3-main\src\app\api\pharmacy\insurance\route.ts",131,false,false,false
"D:\namasoft9-3-main\src\app\api\pharmacy\patients\route.ts",110,false,false,false
"D:\namasoft9-3-main\src\app\api\pharmacy\prescriptions\route.ts",263,true,true,false
"D:\namasoft9-3-main\src\app\api\planning\slots\route.ts",47,false,false,false
"D:\namasoft9-3-main\src\app\api\platform\dms\route.ts",21,false,false,false
"D:\namasoft9-3-main\src\app\api\platform\encryption\route.ts",17,false,false,false
"D:\namasoft9-3-main\src\app\api\platform\esignature\route.ts",25,false,false,false
"D:\namasoft9-3-main\src\app\api\platform\forms\route.ts",20,false,false,false
"D:\namasoft9-3-main\src\app\api\platform\ipaas\route.ts",24,false,false,false
"D:\namasoft9-3-main\src\app\api\platform\localization\route.ts",20,false,false,false
"D:\namasoft9-3-main\src\app\api\platform\reports\route.ts",14,false,false,false
"D:\namasoft9-3-main\src\app\api\platform\sso\route.ts",23,false,false,false
"D:\namasoft9-3-main\src\app\api\platform\webhooks\route.ts",12,false,false,false
"D:\namasoft9-3-main\src\app\api\portal\customer\route.ts",62,true,false,true
"D:\namasoft9-3-main\src\app\api\portal\messages\route.ts",34,false,false,false
"D:\namasoft9-3-main\src\app\api\portal\users\route.ts",36,false,false,false
"D:\namasoft9-3-main\src\app\api\portal\vendor\rfq\[id]\bid\route.ts",97,true,false,true
"D:\namasoft9-3-main\src\app\api\portals\parent\route.ts",35,true,false,false
"D:\namasoft9-3-main\src\app\api\portals\tenant\route.ts",38,true,false,false
"D:\namasoft9-3-main\src\app\api\pos\accountant\route.ts",67,false,true,false
"D:\namasoft9-3-main\src\app\api\pos\bnpl\route.ts",63,false,false,false
"D:\namasoft9-3-main\src\app\api\pos\bnpl\status\route.ts",56,false,false,false
"D:\namasoft9-3-main\src\app\api\pos\checkout\route.ts",252,true,false,true
"D:\namasoft9-3-main\src\app\api\pos\pending-orders\route.ts",91,true,false,true
"D:\namasoft9-3-main\src\app\api\pos\products\route.ts",109,true,false,true
"D:\namasoft9-3-main\src\app\api\pos\restaurant\floor\route.ts",173,true,false,true
"D:\namasoft9-3-main\src\app\api\pos\restaurant\kds\route.ts",112,true,false,true
"D:\namasoft9-3-main\src\app\api\pos\restaurant\tables\route.ts",79,true,false,true
"D:\namasoft9-3-main\src\app\api\pos\route.ts",254,false,true,false
"D:\namasoft9-3-main\src\app\api\pos\sessions\close\route.ts",44,false,false,false
"D:\namasoft9-3-main\src\app\api\pos\sessions\movement\route.ts",46,false,false,false
"D:\namasoft9-3-main\src\app\api\pos\sessions\open\route.ts",46,false,false,false
"D:\namasoft9-3-main\src\app\api\pos\sync\route.ts",148,false,false,false
"D:\namasoft9-3-main\src\app\api\price-quotes\route.ts",64,true,false,true
"D:\namasoft9-3-main\src\app\api\procurement\ap-ocr\route.ts",14,false,false,false
"D:\namasoft9-3-main\src\app\api\procurement\auto-draft\route.ts",74,true,false,true
"D:\namasoft9-3-main\src\app\api\procurement\blanket-po\route.ts",17,false,false,false
"D:\namasoft9-3-main\src\app\api\procurement\contracts\route.ts",87,true,false,true
"D:\namasoft9-3-main\src\app\api\procurement\dropship\route.ts",24,false,false,false
"D:\namasoft9-3-main\src\app\api\procurement\reverse-auction\route.ts",21,false,false,false
"D:\namasoft9-3-main\src\app\api\procurement\rfq\[id]\award\route.ts",91,true,false,true
"D:\namasoft9-3-main\src\app\api\procurement\rfq\[id]\comparison\route.ts",87,true,false,true
"D:\namasoft9-3-main\src\app\api\procurement\rfq\[id]\invite\route.ts",74,true,false,true
"D:\namasoft9-3-main\src\app\api\procurement\rfq\[id]\route.ts",38,true,false,false
"D:\namasoft9-3-main\src\app\api\procurement\rma\route.ts",19,false,false,false
"D:\namasoft9-3-main\src\app\api\procurement\spend-analytics\route.ts",18,false,false,false
"D:\namasoft9-3-main\src\app\api\procurement\supplier-contracts\route.ts",120,true,false,true
"D:\namasoft9-3-main\src\app\api\procurement\supplier-portal\route.ts",21,false,false,false
"D:\namasoft9-3-main\src\app\api\procurement\vendor-onboarding\route.ts",17,false,false,false
"D:\namasoft9-3-main\src\app\api\procurement\vendor-portal\route.ts",89,true,false,true
"D:\namasoft9-3-main\src\app\api\procurement\vendors\scorecard\route.ts",85,true,false,true
"D:\namasoft9-3-main\src\app\api\product-stocks\location\route.ts",56,false,false,false
"D:\namasoft9-3-main\src\app\api\products\export\route.ts",82,true,false,true
"D:\namasoft9-3-main\src\app\api\products\import\route.ts",367,true,false,true
"D:\namasoft9-3-main\src\app\api\products\route.ts",266,true,false,true
"D:\namasoft9-3-main\src\app\api\products\[id]\route.ts",197,true,false,true
"D:\namasoft9-3-main\src\app\api\projects\advanced\route.ts",94,true,false,true
"D:\namasoft9-3-main\src\app\api\projects\evm\route.ts",41,false,false,false
"D:\namasoft9-3-main\src\app\api\projects\milestones\route.ts",128,true,false,true
"D:\namasoft9-3-main\src\app\api\projects\phases\route.ts",137,false,false,false
"D:\namasoft9-3-main\src\app\api\projects\resources\route.ts",89,true,false,true
"D:\namasoft9-3-main\src\app\api\projects\risks\route.ts",121,true,false,true
"D:\namasoft9-3-main\src\app\api\projects\time-entries\route.ts",89,false,false,false
"D:\namasoft9-3-main\src\app\api\promotions\route.ts",88,true,false,true
"D:\namasoft9-3-main\src\app\api\public\call-waiter\route.ts",42,true,false,false
"D:\namasoft9-3-main\src\app\api\public\menu\route.ts",48,true,false,false
"D:\namasoft9-3-main\src\app\api\public\order\route.ts",105,true,false,true
"D:\namasoft9-3-main\src\app\api\public\table\route.ts",49,false,false,false
"D:\namasoft9-3-main\src\app\api\purchase-orders\route.ts",161,true,false,true
"D:\namasoft9-3-main\src\app\api\purchase-orders\[id]\landed-costs\route.ts",100,true,false,true
"D:\namasoft9-3-main\src\app\api\purchase-orders\[id]\route.ts",170,true,false,true
"D:\namasoft9-3-main\src\app\api\purchase-returns\route.ts",153,true,true,false
"D:\namasoft9-3-main\src\app\api\purchases\drop-ship\route.ts",143,true,false,true
"D:\namasoft9-3-main\src\app\api\purchases\grn\route.ts",253,true,false,true
"D:\namasoft9-3-main\src\app\api\purchases\letters-of-credit\landed-costs\route.ts",146,true,true,false
"D:\namasoft9-3-main\src\app\api\purchases\letters-of-credit\route.ts",96,true,false,true
"D:\namasoft9-3-main\src\app\api\purchases\letters-of-credit\[id]\route.ts",96,true,false,true
"D:\namasoft9-3-main\src\app\api\purchases\matching\route.ts",204,true,false,true
"D:\namasoft9-3-main\src\app\api\purchases\matching\[id]\resolve\route.ts",74,true,false,true
"D:\namasoft9-3-main\src\app\api\purchases\ocr\route.ts",98,true,false,true
"D:\namasoft9-3-main\src\app\api\purchases\po\[id]\landed-costs\route.ts",71,true,false,true
"D:\namasoft9-3-main\src\app\api\purchases\po\[id]\landed-costs\[costId]\allocate\route.ts",88,true,false,true
"D:\namasoft9-3-main\src\app\api\purchases\po\[id]\route.ts",32,true,false,false
